,label,channels,delivery_method,show_map,user_type,has_logo,org_facebook,sale_duration,sale_duration2,event_created_to_end,num_ticket_type,median_ticket_cost,total_tickets_sold,nan_delivery_method,nan_org_facebook,nan_num_ticket_type,nan_median_ticket_cost,payout_type_CHECK,payout_type_MISSING
3462,Fraud,0,0.0,0,3,1,0.0,1.0,1,1,4.0,100.0,0,False,False,False,False,0,0
3467,Not Fraud,11,0.0,1,3,1,0.0,9.0,9,9,2.0,39.17,2,False,False,False,False,0,0
3474,Not Fraud,8,0.0,1,1,0,10.0,14.0,14,14,2.0,89.285,1,False,False,False,False,0,0
3485,Not Fraud,5,0.0,1,3,1,12.0,0.0,0,2,12.0,10.0,72,False,False,False,False,0,0
3487,Not Fraud,0,0.0,1,1,0,0.0,0.0,0,0,1.0,0.0,1,False,False,False,False,0,0
3488,Not Fraud,0,0.0,1,3,0,20.0,1.0,1,1,1.0,22.63,1,False,False,False,False,0,0
3491,Fraud,5,0.0,1,1,0,0.0,1.0,1,2,1.0,14.0,0,False,False,False,False,0,0
3493,Fraud,0,0.0,1,3,0,0.0,0.0,0,1,1.0,500.0,0,False,False,False,False,0,1
3497,Not Fraud,0,0.0,1,3,1,18.0,9.0,9,10,5.0,0.0,187,False,False,False,False,0,0
3498,Not Fraud,0,1.0,1,4,1,0.0,5.0,7,8,2.0,105.43,3,False,False,False,False,0,0
3499,Fraud,0,0.0,1,1,0,0.0,2.0,2,1,1.0,0.0,0,False,False,False,False,0,0
3521,Fraud,0,0.0,0,3,1,0.0,1.0,1,0,14.0,4250.0,1,False,False,False,False,0,0
3533,Fraud,11,0.0,0,1,0,0.0,1.0,1,1,1.0,0.0,5,False,False,False,False,0,0
3541,Not Fraud,6,0.0,1,1,1,0.0,7.0,7,13,20.0,100.0,3,False,False,False,False,1,0
3548,Fraud,5,0.0,0,5,1,0.0,7.0,7,8,4.0,75.0,25,False,False,False,False,0,0
3549,Fraud,5,0.0,1,1,1,0.0,2.0,2,2,1.0,79.99,2,False,False,False,False,0,0
3562,Not Fraud,5,1.0,1,3,1,0.0,3.0,3,3,2.0,9.0,39,False,False,False,False,1,0
3578,Not Fraud,0,0.0,1,3,1,8.0,3.0,3,3,1.0,23.55,1,False,False,False,False,0,0
3582,Not Fraud,0,0.0,1,4,1,0.0,12.0,12,13,2.0,3.11,2,False,False,False,False,0,0
3586,Not Fraud,4,0.0,0,1,1,14.0,3.0,3,3,4.0,7.47,16,False,False,False,False,0,0
3594,Fraud,8,0.0,1,1,1,17.0,10.0,10,10,2.0,25.0,0,False,False,False,False,0,1
3595,Fraud,4,0.0,1,1,1,0.0,11.0,11,11,1.0,57.0,4,False,False,False,False,0,0
3598,Fraud,6,0.0,1,1,1,0.0,9.0,9,10,1.0,65.15,11,False,False,False,False,0,0
3599,Not Fraud,11,0.0,1,3,1,0.0,7.0,7,7,6.0,17.5,84,False,False,False,False,0,0
3602,Not Fraud,6,0.0,1,1,1,30.0,12.0,12,12,2.0,40.0,61,False,False,False,False,0,0
3611,Not Fraud,8,1.0,1,3,1,0.0,13.0,13,13,2.0,6.59,8,False,False,False,False,1,0
3614,Fraud,11,0.0,1,1,1,0.0,1.0,1,2,1.0,0.0,0,False,False,False,False,0,0
3615,Fraud,0,0.0,1,1,1,999.0,2.0,2,2,1.0,0.0,0,False,True,False,False,0,0
3616,Not Fraud,6,0.0,1,3,1,0.0,14.0,14,14,2.0,0.0,196,False,False,False,False,0,0
3618,Not Fraud,8,0.0,1,4,1,0.0,9.0,9,9,2.0,52.5,8,False,False,False,False,1,0
3621,Fraud,5,0.0,1,4,1,0.0,5.0,5,5,7.0,7500.0,2,False,False,False,False,0,0
3624,Not Fraud,13,0.0,1,3,1,0.0,4.0,4,6,12.0,60.0,1,False,False,False,False,1,0
3636,Fraud,11,0.0,1,1,1,0.0,1.0,1,1,3.0,1000.0,8,False,False,False,False,0,0
3637,Fraud,0,0.0,1,3,0,0.0,-1.0,-1,0,1.0,188.01,1,False,False,False,False,0,0
3640,Fraud,5,0.0,1,1,1,0.0,6.0,6,6,4.0,750.0,2,False,False,False,False,0,0
3641,Not Fraud,6,1.0,1,3,1,0.0,8.0,8,8,1.0,475.05,15,False,False,False,False,0,0
3644,Not Fraud,11,0.0,1,3,1,0.0,14.0,14,14,3.0,69.0,3,False,False,False,False,0,0
3649,Fraud,0,0.0,1,1,0,0.0,6.0,6,6,2.0,600.0,0,False,False,False,False,0,1
3652,Fraud,0,0.0,1,3,1,0.0,9.0,9,10,3.0,20.0,0,False,False,False,False,0,0
3660,Not Fraud,0,1.0,1,3,1,0.0,0.0,0,4,2.0,13.18,27,False,False,False,False,0,0
3674,Not Fraud,0,0.0,0,3,1,0.0,1.0,1,1,1.0,653.7,1,False,False,False,False,0,0
3685,Fraud,11,0.0,1,1,0,0.0,4.0,4,4,3.0,50.0,2,False,False,False,False,0,0
3686,Not Fraud,12,0.0,1,3,1,0.0,11.0,11,12,1.0,10.0,16,False,False,False,False,1,0
3688,Not Fraud,4,0.0,1,1,1,0.0,9.0,9,10,1.0,45.0,5,False,False,False,False,0,0
3691,Not Fraud,8,0.0,1,1,1,15.0,13.0,13,13,2.0,25.095,12,False,False,False,False,0,0
3694,Fraud,0,0.0,1,1,1,0.0,1.0,1,1,3.0,175.0,0,False,False,False,False,0,0
3712,Fraud,6,0.0,0,4,1,0.0,2.0,2,2,1.0,250.0,0,False,False,False,False,0,0
3715,Fraud,11,0.0,1,1,1,0.0,11.0,11,12,2.0,392.5,0,False,False,False,False,0,0
3725,Not Fraud,8,0.0,1,3,1,13.0,11.0,13,14,1.0,150.0,6,False,False,False,False,0,0
3735,Not Fraud,11,1.0,1,3,1,0.0,6.0,6,6,2.0,9.46,7,False,False,False,False,1,0
3738,Not Fraud,6,0.0,1,3,1,10.0,14.0,14,14,1.0,20.0,11,False,False,False,False,1,0
3755,Not Fraud,0,1.0,0,3,0,0.0,6.0,8,8,8.0,0.0,86,False,False,False,False,0,0
3756,Fraud,6,0.0,1,1,0,0.0,2.0,2,2,1.0,250.0,0,False,False,False,False,0,1
3759,Fraud,0,0.0,1,1,1,0.0,6.0,6,6,3.0,80.0,0,False,False,False,False,0,0
3760,Fraud,8,0.0,1,1,1,0.0,5.0,5,5,2.0,182.5,0,False,False,False,False,0,0
3761,Fraud,8,0.0,1,1,1,0.0,5.0,5,6,1.0,188.0,0,False,False,False,False,0,0
3762,Fraud,5,0.0,1,1,1,0.0,6.0,6,11,3.0,170.0,0,False,False,False,False,0,0
3766,Not Fraud,0,0.0,0,4,1,0.0,1.0,1,1,1.0,747.57,1,False,False,False,False,0,0
3769,Fraud,11,0.0,1,1,1,0.0,5.0,5,5,2.0,32.5,34,False,False,False,False,0,0
3780,Not Fraud,6,0.0,1,1,1,0.0,13.0,13,13,9.0,750.0,8,False,False,False,False,1,0
3783,Not Fraud,6,0.0,1,3,1,0.0,5.0,6,6,1.0,8.5,5,False,False,False,False,0,0
3785,Not Fraud,0,0.0,1,3,0,27.0,6.0,6,6,1.0,177.0,11,False,False,False,False,0,0
3786,Not Fraud,5,0.0,1,3,1,0.0,11.0,11,11,1.0,8.0,9,False,False,False,False,0,0
3799,Not Fraud,5,0.0,1,4,1,18.0,10.0,10,10,1.0,10.0,126,False,False,False,False,0,0
3801,Not Fraud,12,1.0,1,3,1,15.0,1.0,1,1,1.0,5.0,55,False,False,False,False,1,0
3802,Fraud,0,0.0,0,1,1,0.0,9.0,9,12,1.0,400.0,0,False,False,False,False,0,0
3806,Fraud,0,0.0,1,1,1,0.0,6.0,6,6,1.0,70.0,0,False,False,False,False,0,0
3821,Fraud,0,0.0,1,1,0,0.0,2.0,2,2,2.0,210.0,0,False,False,False,False,0,1
3822,Not Fraud,8,0.0,1,3,1,17.0,12.0,12,12,1.0,80.0,1,False,False,False,False,0,0
3829,Not Fraud,0,1.0,0,1,1,0.0,4.0,11,12,2.0,30.0,33,False,False,False,False,0,0
3844,Not Fraud,8,0.0,1,3,0,8.0,13.0,13,13,1.0,20.0,6,False,False,False,False,0,0
3845,Not Fraud,0,0.0,1,3,1,0.0,3.0,3,3,3.0,20.0,2,False,False,False,False,0,0
3861,Fraud,5,0.0,0,1,1,0.0,13.0,13,13,1.0,375.0,0,False,False,False,False,0,0
3864,Not Fraud,8,0.0,1,1,1,0.0,2.0,2,3,1.0,8.0,2,False,False,False,False,0,0
3867,Not Fraud,4,0.0,1,3,1,8.0,10.0,10,10,1.0,20.0,11,False,False,False,False,0,0
3872,Not Fraud,11,0.0,1,3,0,49.0,1.0,1,1,7.0,28.0,191,False,False,False,False,0,0
3875,Fraud,0,0.0,1,1,0,0.0,1.0,1,1,2.0,465.0,0,False,False,False,False,0,0
3878,Not Fraud,11,1.0,1,4,1,0.0,9.0,9,9,4.0,17.565,30,False,False,False,False,1,0
3890,Not Fraud,0,1.0,1,4,1,0.0,4.0,4,4,1.0,46.26,9,False,False,False,False,0,0
3898,Not Fraud,11,1.0,1,3,1,0.0,13.0,13,13,1.0,17.91,3,False,False,False,False,0,0
3899,Not Fraud,0,0.0,1,4,1,15.0,14.0,14,14,1.0,15.55,10,False,False,False,False,0,0
3907,Not Fraud,5,1.0,0,3,1,15.0,8.0,8,8,2.0,11.255,79,False,False,False,False,0,0
3920,Not Fraud,6,0.0,1,1,1,0.0,7.0,7,7,3.0,88.0,1,False,False,False,False,0,0
3921,Not Fraud,6,0.0,1,3,1,25.0,3.0,3,4,4.0,18.0,4,False,False,False,False,0,0
3932,Not Fraud,0,0.0,0,1,1,33.0,11.0,11,11,1.0,20.0,24,False,False,False,False,0,0
3934,Fraud,11,0.0,1,1,0,0.0,13.0,13,14,1.0,0.0,0,False,False,False,False,0,1
3938,Fraud,0,0.0,1,1,1,0.0,3.0,3,6,4.0,75.0,0,False,False,False,False,0,1
3941,Not Fraud,8,0.0,1,4,1,0.0,7.0,7,8,2.0,4.375,3,False,False,False,False,0,0
3945,Not Fraud,5,0.0,1,4,1,0.0,11.0,11,11,2.0,27.36,60,False,False,False,False,1,0
3946,Fraud,10,0.0,1,1,1,0.0,4.0,4,4,1.0,850.0,0,False,False,False,False,0,0
3953,Fraud,13,0.0,1,1,1,0.0,8.0,8,8,4.0,15.0,0,False,False,False,False,0,1
3954,Not Fraud,0,0.0,1,4,0,21.0,9.0,9,9,4.0,13.5,17,False,False,False,False,0,0
3959,Not Fraud,0,0.0,1,1,0,0.0,2.0,2,3,2.0,15.0,11,False,False,False,False,1,0
3962,Not Fraud,13,0.0,1,3,1,0.0,13.0,13,14,1.0,35.08,1,False,False,False,False,0,0
3975,Not Fraud,6,0.0,1,1,1,9.0,11.0,11,11,1.0,10.0,4,False,False,False,False,0,0
3979,Not Fraud,8,0.0,1,3,1,21.0,7.0,7,8,1.0,37.0,16,False,False,False,False,0,0
3981,Fraud,0,0.0,1,1,1,0.0,0.0,0,1,1.0,90.0,0,False,False,False,False,0,1
3983,Not Fraud,0,0.0,1,3,1,20.0,9.0,10,10,1.0,7.0,2,False,False,False,False,0,0
3986,Fraud,0,0.0,0,1,0,0.0,0.0,0,0,1.0,10.0,0,False,False,False,False,0,1
3988,Not Fraud,6,0.0,1,3,0,0.0,11.0,12,12,1.0,8.46,3,False,False,False,False,0,0
3991,Fraud,0,0.0,1,1,0,0.0,0.0,0,2,1.0,50.0,0,False,False,False,False,0,0
3993,Not Fraud,13,0.0,0,1,0,0.0,12.0,12,12,3.0,17.91,46,False,False,False,False,0,0
3996,Fraud,0,0.0,1,4,1,0.0,1.0,1,1,1.0,20.0,0,False,False,False,False,0,0
3997,Not Fraud,8,1.0,1,3,1,10.0,6.0,6,6,2.0,143.0,16,False,False,False,False,0,0
4019,Not Fraud,5,0.0,1,3,1,0.0,6.0,6,6,1.0,7.0,8,False,False,False,False,1,0
4020,Not Fraud,5,1.0,0,3,1,0.0,1.0,1,1,3.0,378.05,1,False,False,False,False,0,0
4024,Not Fraud,6,0.0,1,3,1,13.0,5.0,11,11,1.0,10.0,10,False,False,False,False,1,0
4035,Not Fraud,5,0.0,1,3,1,0.0,12.0,12,12,1.0,15.0,35,False,False,False,False,0,0
4043,Fraud,11,0.0,0,3,0,0.0,0.0,0,0,2.0,250.0,3,False,False,False,False,0,0
4049,Not Fraud,0,0.0,0,3,1,42.0,0.0,0,4,1.0,250.0,1,False,False,False,False,1,0
4052,Fraud,6,0.0,1,1,1,0.0,2.0,2,2,1.0,82.99,3,False,False,False,False,0,0
4061,Not Fraud,0,0.0,1,3,1,0.0,13.0,13,13,1.0,20.0,6,False,False,False,False,0,0
4066,Fraud,6,0.0,1,1,1,0.0,5.0,5,8,1.0,20.0,0,False,False,False,False,0,0
4090,Not Fraud,6,0.0,1,3,1,0.0,0.0,0,11,2.0,36.61,5,False,False,False,False,0,0
4092,Not Fraud,4,0.0,1,4,0,14.0,7.0,7,7,1.0,40.0,80,False,False,False,False,0,0
4094,Not Fraud,5,0.0,1,3,0,18.0,4.0,4,4,1.0,25.0,43,False,False,False,False,0,0
4095,Not Fraud,5,1.0,1,1,1,0.0,1.0,1,5,2.0,17.55,7,False,False,False,False,0,0
4096,Not Fraud,5,1.0,1,3,1,27.0,5.0,5,5,5.0,3.73,3,False,False,False,False,0,0
4101,Fraud,0,0.0,1,1,0,0.0,999.0,1,1,999.0,999.0,0,False,False,True,True,0,1
4105,Fraud,6,0.0,0,1,1,0.0,0.0,1,1,1.0,100.0,16,False,False,False,False,0,0
4106,Not Fraud,11,0.0,1,3,1,0.0,8.0,8,8,1.0,36.81,2,False,False,False,False,0,0
4113,Fraud,4,0.0,1,1,1,21.0,0.0,0,12,4.0,550.0,4,False,False,False,False,0,0
4117,Fraud,5,0.0,0,1,0,999.0,1.0,1,2,1.0,0.0,2,False,True,False,False,0,0
4128,Not Fraud,8,0.0,1,3,1,0.0,9.0,10,10,1.0,36.81,4,False,False,False,False,0,0
4130,Not Fraud,8,1.0,1,3,1,0.0,11.0,11,11,1.0,6.57,18,False,False,False,False,1,0
4134,Fraud,6,0.0,1,3,0,0.0,2.0,2,2,1.0,1350.0,4,False,False,False,False,0,0
4155,Fraud,11,0.0,1,3,0,0.0,0.0,0,0,2.0,175.0,11,False,False,False,False,0,0
4156,Not Fraud,12,0.0,1,3,1,0.0,7.0,7,7,1.0,10.0,11,False,False,False,False,0,0
4157,Fraud,11,0.0,1,1,1,0.0,7.0,7,7,3.0,275.0,1,False,False,False,False,0,0
4160,Fraud,6,0.0,1,1,1,0.0,3.0,3,3,1.0,20.0,0,False,False,False,False,0,1
4166,Not Fraud,6,0.0,1,3,1,7.0,4.0,4,5,1.0,10.5,31,False,False,False,False,1,0
4170,Not Fraud,5,1.0,1,1,1,0.0,12.0,12,12,1.0,5.0,1,False,False,False,False,1,0
4177,Not Fraud,0,0.0,0,5,1,0.0,2.0,2,2,1.0,100.0,1,False,False,False,False,0,0
4179,Not Fraud,0,1.0,0,1,1,0.0,0.0,7,11,2.0,30.0,31,False,False,False,False,0,0
4180,Not Fraud,0,1.0,1,4,1,11.0,8.0,8,9,1.0,10.0,5,False,False,False,False,0,0
4181,Not Fraud,4,1.0,1,3,1,0.0,6.0,6,7,2.0,32.08,5,False,False,False,False,1,0
4182,Not Fraud,10,0.0,1,4,1,0.0,3.0,3,3,3.0,365.92,6,False,False,False,False,0,0
4187,Not Fraud,8,0.0,1,4,0,0.0,2.0,2,2,2.0,100.0,1,False,False,False,False,0,0
4190,Not Fraud,11,0.0,1,1,1,0.0,4.0,4,5,1.0,154.45,3,False,False,False,False,0,0
4198,Fraud,5,0.0,0,1,1,0.0,0.0,0,4,1.0,275.0,0,False,False,False,False,0,0
4199,Fraud,8,0.0,1,1,0,0.0,9.0,9,11,1.0,125.0,0,False,False,False,False,0,0
4203,Not Fraud,5,1.0,1,1,1,11.0,11.0,11,11,3.0,25.0,15,False,False,False,False,0,0
4219,Fraud,0,0.0,1,4,1,0.0,2.0,2,2,1.0,150.0,0,False,False,False,False,0,0
4222,Not Fraud,11,1.0,1,4,1,12.0,12.0,12,12,8.0,34.445,18,False,False,False,False,0,0
4228,Not Fraud,8,0.0,1,4,1,0.0,12.0,12,13,1.0,8.46,2,False,False,False,False,0,0
4231,Fraud,8,0.0,1,1,1,0.0,5.0,5,7,2.0,340.9,6,False,False,False,False,0,0
4241,Not Fraud,5,0.0,1,4,1,9.0,1.0,1,1,1.0,3.73,40,False,False,False,False,1,0
4244,Fraud,5,0.0,0,1,1,0.0,4.0,4,5,2.0,50.0,0,False,False,False,False,0,1
4249,Not Fraud,11,0.0,1,3,1,0.0,8.0,8,8,1.0,5.0,8,False,False,False,False,0,0
4251,Fraud,5,1.0,1,1,1,0.0,3.0,3,3,6.0,175.0,0,False,False,False,False,0,0
4254,Not Fraud,8,0.0,0,3,1,0.0,6.0,6,6,1.0,12.0,5,False,False,False,False,1,0
4257,Not Fraud,12,0.0,1,3,1,8.0,9.0,9,10,2.0,1.975,12,False,False,False,False,0,0
4264,Not Fraud,12,1.0,1,3,1,15.0,1.0,1,1,1.0,3.73,51,False,False,False,False,1,0
4266,Fraud,11,0.0,1,1,1,0.0,4.0,4,5,1.0,79.99,0,False,False,False,False,0,0
4267,Not Fraud,5,0.0,1,1,1,20.0,6.0,6,6,4.0,23.68,22,False,False,False,False,0,0
4271,Not Fraud,5,1.0,1,3,1,13.0,9.0,9,9,1.0,20.0,30,False,False,False,False,0,0
4272,Fraud,0,0.0,1,1,1,0.0,1.0,1,1,2.0,150.0,0,False,False,False,False,0,1
4274,Fraud,0,0.0,1,1,1,0.0,1.0,1,1,2.0,150.0,0,False,False,False,False,0,1
4306,Not Fraud,0,0.0,1,3,1,23.0,7.0,7,7,1.0,15.0,8,False,False,False,False,0,0
4311,Not Fraud,0,0.0,1,1,0,16.0,11.0,11,11,1.0,20.0,1,False,False,False,False,0,0
4315,Not Fraud,6,0.0,1,3,1,0.0,5.0,5,5,1.0,3.73,50,False,False,False,False,1,0
4318,Not Fraud,13,0.0,1,3,1,15.0,12.0,12,12,3.0,25.0,81,False,False,False,False,0,0
4323,Not Fraud,0,0.0,1,1,1,0.0,11.0,11,13,3.0,69.75,1,False,False,False,False,0,0
4328,Fraud,0,0.0,1,1,1,0.0,1.0,1,1,2.0,225.0,0,False,False,False,False,0,0
4345,Fraud,5,0.0,0,1,0,0.0,2.0,2,2,3.0,50.0,0,False,False,False,False,0,0
4346,Not Fraud,11,0.0,1,3,0,12.0,12.0,12,13,2.0,70.0,4,False,False,False,False,0,0
4351,Fraud,13,0.0,1,1,1,0.0,4.0,4,4,4.0,3.0,0,False,False,False,False,0,0
4355,Not Fraud,0,0.0,1,1,0,0.0,4.0,4,4,1.0,140.76,2,False,False,False,False,0,0
4365,Not Fraud,0,0.0,1,1,1,0.0,3.0,3,3,1.0,307.12,1,False,False,False,False,0,0
4371,Not Fraud,6,1.0,1,3,1,0.0,10.0,10,10,1.0,10.0,2,False,False,False,False,0,0
4372,Not Fraud,0,1.0,1,1,1,0.0,1.0,1,14,1.0,475.05,3,False,False,False,False,0,0
4374,Not Fraud,8,0.0,1,4,1,0.0,8.0,9,9,1.0,22.63,6,False,False,False,False,0,0
4375,Not Fraud,0,0.0,1,3,0,0.0,0.0,0,0,1.0,10.0,15,False,False,False,False,1,0
4381,Not Fraud,5,0.0,1,3,1,0.0,3.0,3,3,1.0,0.0,1,False,False,False,False,1,0
4383,Not Fraud,11,0.0,1,3,1,0.0,3.0,3,3,1.0,0.0,1,False,False,False,False,1,0
4386,Not Fraud,0,1.0,1,3,1,6.0,14.0,14,14,2.0,34.635,2,False,False,False,False,1,0
4393,Not Fraud,5,0.0,1,4,1,12.0,12.0,12,12,1.0,8.46,1,False,False,False,False,1,0
4412,Not Fraud,5,0.0,1,3,1,24.0,5.0,5,5,2.0,55.71,12,False,False,False,False,0,0
4415,Not Fraud,8,0.0,1,1,1,17.0,8.0,9,10,1.0,83.61,3,False,False,False,False,0,0
4416,Fraud,0,0.0,1,1,0,0.0,3.0,3,4,1.0,10.0,0,False,False,False,False,1,0
4419,Not Fraud,5,0.0,0,3,1,0.0,7.0,7,7,2.0,12.5,5,False,False,False,False,0,0
4421,Not Fraud,0,0.0,1,1,0,0.0,14.0,14,14,1.0,13.11,1,False,False,False,False,0,0
4423,Not Fraud,5,1.0,1,1,1,10.0,6.0,6,6,1.0,10.0,3,False,False,False,False,0,0
4424,Fraud,0,0.0,1,1,0,0.0,2.0,2,2,1.0,100.0,0,False,False,False,False,0,0
4425,Fraud,0,0.0,1,1,0,0.0,2.0,2,2,1.0,100.0,0,False,False,False,False,0,0
4426,Not Fraud,0,1.0,0,1,1,0.0,4.0,12,12,2.0,30.0,33,False,False,False,False,0,0
4433,Not Fraud,11,0.0,0,1,1,41.0,1.0,1,10,2.0,0.0,1,False,False,False,False,0,0
4441,Not Fraud,8,0.0,1,3,0,18.0,6.0,6,6,3.0,8.46,1,False,False,False,False,0,0
4462,Not Fraud,11,0.0,1,4,1,11.0,2.0,2,2,3.0,0.0,5,False,False,False,False,1,0
4463,Fraud,8,0.0,1,1,1,0.0,10.0,10,12,1.0,30.0,0,False,False,False,False,0,0
4468,Not Fraud,0,0.0,0,1,1,36.0,0.0,0,6,1.0,5.08,3,False,False,False,False,0,0
4474,Not Fraud,0,1.0,1,3,1,13.0,11.0,11,11,1.0,20.0,38,False,False,False,False,0,0
4478,Fraud,0,0.0,1,3,1,0.0,1.0,1,2,1.0,40.0,0,False,False,False,False,0,1
4488,Fraud,0,0.0,1,1,0,0.0,0.0,0,1,1.0,10.0,0,False,False,False,False,0,0
4490,Not Fraud,4,0.0,1,4,1,15.0,13.0,13,13,1.0,42.86,11,False,False,False,False,0,0
4493,Not Fraud,5,0.0,1,3,1,11.0,13.0,13,13,2.0,17.5,34,False,False,False,False,0,0
4495,Fraud,0,0.0,1,1,1,0.0,1.0,1,2,1.0,15.0,0,False,False,False,False,0,1
4496,Fraud,0,0.0,1,1,1,0.0,3.0,3,4,1.0,50.0,0,False,False,False,False,0,0
4499,Fraud,0,0.0,0,1,1,0.0,7.0,7,8,2.0,1445.0,0,False,False,False,False,0,1
4514,Not Fraud,8,0.0,0,4,1,0.0,10.0,11,11,1.0,3.74,9,False,False,False,False,1,0
4520,Not Fraud,6,0.0,1,3,1,0.0,10.0,10,12,1.0,8.41,10,False,False,False,False,0,0
4532,Fraud,11,0.0,0,3,0,0.0,0.0,0,0,2.0,250.0,3,False,False,False,False,0,0
4539,Fraud,6,0.0,0,1,1,0.0,4.0,4,4,3.0,250.0,6,False,False,False,False,0,0
4543,Fraud,5,0.0,0,1,1,0.0,4.0,4,4,2.0,525.0,23,False,False,False,False,0,0
4552,Fraud,11,0.0,0,3,0,0.0,0.0,0,0,2.0,250.0,6,False,False,False,False,0,0
4558,Not Fraud,6,0.0,1,3,1,0.0,14.0,14,14,2.0,5.0,24,False,False,False,False,0,0
4564,Not Fraud,5,0.0,0,4,1,0.0,7.0,7,7,2.0,5.0,11,False,False,False,False,0,0
4586,Not Fraud,10,0.0,1,3,1,15.0,12.0,12,12,1.0,40.0,19,False,False,False,False,0,0
4594,Fraud,11,0.0,0,3,1,0.0,0.0,2,2,2.0,92.5,5,False,False,False,False,0,0
4595,Not Fraud,6,1.0,1,1,0,0.0,7.0,7,7,4.0,62.5,1,False,False,False,False,1,0
4597,Not Fraud,0,0.0,1,4,1,0.0,0.0,0,1,1.0,35.0,1,False,False,False,False,1,0
4598,Not Fraud,0,1.0,0,3,0,0.0,14.0,14,14,3.0,17.91,125,False,False,False,False,1,0
4611,Not Fraud,5,0.0,1,3,1,0.0,5.0,5,5,1.0,10.0,29,False,False,False,False,1,0
4612,Fraud,8,0.0,1,1,1,17.0,11.0,11,11,5.0,200.0,0,False,False,False,False,0,1
4616,Fraud,6,0.0,0,1,0,0.0,1.0,1,1,1.0,100.0,2,False,False,False,False,0,0
4617,Fraud,6,0.0,0,1,1,0.0,1.0,1,1,1.0,100.0,2,False,False,False,False,0,0
4620,Not Fraud,0,0.0,1,3,1,0.0,8.0,8,8,1.0,120.0,1,False,False,False,False,1,0
4623,Not Fraud,0,1.0,0,3,1,12.0,0.0,0,10,1.0,17.81,100,False,False,False,False,0,0
4628,Not Fraud,5,1.0,1,4,1,0.0,13.0,13,13,1.0,22.76,54,False,False,False,False,1,0
4630,Not Fraud,5,0.0,1,3,0,0.0,9.0,9,9,1.0,10.0,11,False,False,False,False,0,0
4633,Fraud,6,0.0,0,3,1,0.0,0.0,0,0,1.0,140.76,3,False,False,False,False,0,0
4651,Not Fraud,8,0.0,1,1,1,0.0,10.0,10,10,5.0,17.91,23,False,False,False,False,1,0
4652,Fraud,6,0.0,1,1,0,0.0,1.0,1,1,2.0,400.0,16,False,False,False,False,0,0
4654,Fraud,5,0.0,1,1,0,999.0,1.0,1,1,3.0,250.0,6,False,True,False,False,0,0
4666,Not Fraud,6,0.0,1,1,1,0.0,11.0,11,11,2.0,55.0,1,False,False,False,False,0,0
4675,Not Fraud,8,0.0,1,3,1,0.0,7.0,13,13,2.0,34.445,26,False,False,False,False,1,0
4679,Not Fraud,11,0.0,1,3,1,0.0,8.0,8,8,1.0,0.0,8,False,False,False,False,1,0
4695,Fraud,0,0.0,1,1,1,0.0,3.0,3,3,1.0,0.0,0,False,False,False,False,0,0
4698,Not Fraud,0,0.0,0,3,0,0.0,1.0,1,1,1.0,10.0,18,False,False,False,False,0,0
4711,Not Fraud,12,1.0,1,3,1,0.0,1.0,1,1,1.0,3.73,75,False,False,False,False,1,0
4713,Not Fraud,5,0.0,0,1,1,14.0,12.0,12,12,2.0,10.82,54,False,False,False,False,0,0
4725,Not Fraud,5,0.0,1,4,1,10.0,10.0,10,10,2.0,42.5,11,False,False,False,False,0,0
4731,Not Fraud,11,1.0,1,1,0,43.0,5.0,5,5,10.0,120.06,114,False,False,False,False,0,0
4742,Not Fraud,5,1.0,1,4,1,0.0,0.0,0,6,2.0,17.5,41,False,False,False,False,0,0
4743,Fraud,11,0.0,1,4,1,0.0,1.0,1,1,1.0,899.99,1,False,False,False,False,0,0
4745,Not Fraud,4,0.0,1,4,1,12.0,14.0,14,14,1.0,55.0,23,False,False,False,False,0,0
4762,Not Fraud,5,0.0,1,4,1,16.0,11.0,12,12,1.0,8.0,7,False,False,False,False,1,0
4764,Not Fraud,5,0.0,1,3,1,14.0,3.0,3,3,2.0,15.0,2,False,False,False,False,0,0
4767,Not Fraud,11,0.0,0,4,1,0.0,7.0,7,7,1.0,10.0,12,False,False,False,False,0,0
4771,Fraud,0,0.0,0,1,0,0.0,0.0,0,0,1.0,0.0,0,False,False,False,False,0,0
4773,Fraud,0,0.0,1,4,0,0.0,7.0,7,6,1.0,27.21,0,False,False,False,False,0,0
4777,Not Fraud,5,0.0,1,4,1,0.0,12.0,12,12,1.0,10.0,63,False,False,False,False,0,0
4786,Not Fraud,6,0.0,1,1,1,23.0,10.0,10,10,1.0,8.75,130,False,False,False,False,0,0
4794,Fraud,10,0.0,0,1,1,0.0,1.0,1,2,1.0,93.35,0,False,False,False,False,0,0
4796,Not Fraud,8,0.0,1,3,1,18.0,11.0,13,13,1.0,189.01,2,False,False,False,False,0,0
4803,Not Fraud,0,0.0,1,3,1,0.0,10.0,13,13,1.0,35.0,8,False,False,False,False,0,0
4807,Not Fraud,5,0.0,1,3,1,38.0,9.0,9,10,5.0,15.0,438,False,False,False,False,1,0
4823,Not Fraud,5,0.0,1,1,1,33.0,12.0,12,12,1.0,8.0,4,False,False,False,False,1,0
4827,Not Fraud,8,1.0,1,4,1,11.0,7.0,7,8,1.0,32.25,3,False,False,False,False,0,0
4829,Not Fraud,0,1.0,0,3,1,0.0,11.0,11,12,1.0,10.0,28,False,False,False,False,0,0
