,channels,delivery_method,show_map,user_type,has_logo,org_facebook,sale_duration,sale_duration2,num_ticket_type,median_ticket_cost,total_tickets_sold,nan_delivery_method,nan_org_facebook,nan_num_ticket_type,nan_median_ticket_cost,payout_type_CHECK,payout_type_MISSING
2512,11,1.0,1,3,0,11.0,95.0,106,2.0,45.0,44,False,False,False,False,1,0
2513,11,0.0,0,3,1,0.0,38.0,42,1.0,45.0,110,False,False,False,False,0,0
2514,11,1.0,0,3,1,12.0,94.0,94,3.0,8.46,60,False,False,False,False,0,0
2515,8,1.0,1,1,0,0.0,26.0,26,1.0,10.35,13,False,False,False,False,1,0
2516,0,1.0,1,3,1,0.0,130.0,130,4.0,9.0,123,False,False,False,False,0,0
2517,8,0.0,1,1,1,0.0,32.0,51,2.0,20.0,7,False,False,False,False,1,0
2518,8,0.0,1,3,1,9.0,34.0,46,2.0,5.0,22,False,False,False,False,0,0
2519,5,0.0,1,1,1,0.0,6.0,6,1.0,15.0,13,False,False,False,False,0,0
2520,5,0.0,1,3,1,0.0,73.0,73,1.0,14.0,87,False,False,False,False,0,0
2521,11,1.0,1,3,1,0.0,72.0,139,2.0,104.76,81,False,False,False,False,0,0
2522,13,1.0,1,3,1,0.0,50.0,62,3.0,41.54,9,False,False,False,False,0,0
2523,5,1.0,1,4,1,7.0,0.0,0,1.0,20.0,12,False,False,False,False,0,0
2524,4,0.0,0,4,1,11.0,35.0,35,2.0,26.5,44,False,False,False,False,0,0
2525,8,0.0,1,1,1,0.0,38.0,44,1.0,50.0,1,False,False,False,False,0,0
2526,6,1.0,0,3,1,0.0,80.0,368,10.0,14.13,850,False,False,False,False,1,0
2527,6,0.0,0,1,0,0.0,2.0,2,1.0,0.0,3,False,False,False,False,0,0
2528,11,0.0,1,1,0,0.0,60.0,63,3.0,49.99,63,False,False,False,False,1,0
2529,0,0.0,1,4,1,0.0,42.0,42,1.0,50.0,87,False,False,False,False,0,0
2530,5,1.0,1,3,0,0.0,4.0,5,4.0,72.58,3,False,False,False,False,1,0
2531,5,0.0,1,3,1,0.0,12.0,12,2.0,30.0,60,False,False,False,False,0,0
2532,6,1.0,1,3,1,6.0,43.0,51,1.0,183.29,12,False,False,False,False,0,0
2533,0,1.0,1,3,1,11.0,39.0,39,6.0,92.475,4,False,False,False,False,0,0
2534,8,0.0,1,1,1,0.0,3.0,3,1.0,80.27,0,False,False,False,False,0,0
2535,10,1.0,0,3,1,0.0,37.0,40,2.0,40.75,59,False,False,False,False,0,0
2536,6,0.0,1,3,1,0.0,30.0,30,1.0,11.0,2,False,False,False,False,0,0
2537,11,0.0,1,3,0,18.0,93.0,406,3.0,4.05,127,False,False,False,False,0,0
2538,0,0.0,1,3,1,0.0,77.0,77,7.0,0.0,6,False,False,False,False,0,0
2539,5,1.0,1,3,0,0.0,107.0,107,3.0,8.0,18,False,False,False,False,1,0
2540,8,1.0,0,3,1,12.0,8.0,8,2.0,22.78,89,False,False,False,False,0,0
2541,8,0.0,1,3,1,19.0,29.0,33,2.0,11.77,17,False,False,False,False,0,0
2542,11,1.0,1,4,0,0.0,26.0,26,2.0,22.635,14,False,False,False,False,1,0
2544,4,0.0,0,4,1,0.0,39.0,39,1.0,65.0,4,False,False,False,False,0,0
2545,8,1.0,1,4,0,0.0,58.0,58,2.0,286.5,1,False,False,False,False,0,0
2546,5,1.0,1,3,1,14.0,29.0,35,4.0,0.0,298,False,False,False,False,1,0
2547,6,1.0,1,4,0,0.0,4.0,4,1.0,24.95,24,False,False,False,False,1,0
2548,8,1.0,0,3,1,29.0,28.0,28,1.0,9.4,4,False,False,False,False,1,0
2549,0,0.0,0,4,1,0.0,0.0,0,1.0,117.13,3,False,False,False,False,1,0
2550,5,0.0,1,1,1,9.0,33.0,38,4.0,47.5,39,False,False,False,False,1,0
2551,8,1.0,1,3,1,0.0,68.0,107,23.0,122.51,31,False,False,False,False,0,0
2552,4,0.0,0,4,1,0.0,70.0,70,1.0,35.0,11,False,False,False,False,0,0
2553,8,1.0,0,1,1,0.0,30.0,30,4.0,593.875,5,False,False,False,False,1,0
2554,11,1.0,1,1,1,0.0,89.0,91,2.0,450.0,3,False,False,False,False,0,0
2555,11,1.0,1,4,1,31.0,166.0,167,7.0,129.0,10,False,False,False,False,0,0
2556,6,0.0,1,4,1,19.0,85.0,99,8.0,75.0,72,False,False,False,False,1,0
2557,5,0.0,1,3,1,11.0,26.0,26,1.0,12.0,2,False,False,False,False,1,0
2558,5,0.0,1,3,1,12.0,122.0,122,2.0,14.5,34,False,False,False,False,0,0
2559,8,1.0,1,3,1,0.0,47.0,47,1.0,10.0,26,False,False,False,False,0,0
2560,8,0.0,1,3,1,0.0,107.0,107,2.0,106.51,43,False,False,False,False,0,0
2562,11,1.0,1,4,1,0.0,40.0,93,19.0,0.0,207,False,False,False,False,0,0
2563,5,0.0,1,3,1,40.0,79.0,79,3.0,10.0,109,False,False,False,False,1,0
2564,5,0.0,1,1,1,9.0,17.0,17,1.0,15.0,35,False,False,False,False,0,0
2565,0,0.0,0,1,1,0.0,15.0,15,2.0,545.0,0,False,False,False,False,0,0
2566,0,1.0,1,3,1,64.0,21.0,35,4.0,0.0,100,False,False,False,False,0,0
2567,11,1.0,1,3,1,34.0,27.0,27,1.0,39.0,16,False,False,False,False,0,0
2568,0,1.0,1,3,1,22.0,48.0,48,2.0,62.5,11,False,False,False,False,1,0
2569,5,0.0,1,3,1,18.0,41.0,41,1.0,15.0,2,False,False,False,False,0,0
2570,0,1.0,0,3,1,0.0,51.0,51,2.0,10.0,35,False,False,False,False,0,0
2571,5,0.0,1,3,1,0.0,13.0,13,2.0,157.5,23,False,False,False,False,0,0
2572,11,1.0,0,3,1,0.0,182.0,732,16.0,45.0,109,False,False,False,False,0,0
2573,6,1.0,1,1,1,40.0,-1.0,1,2.0,4.86,40,False,False,False,False,0,0
2574,8,0.0,0,1,1,0.0,2.0,2,1.0,85.0,0,False,False,False,False,0,0
2575,5,0.0,1,4,1,0.0,38.0,38,1.0,85.0,9,False,False,False,False,0,0
2576,5,1.0,1,3,0,0.0,18.0,18,1.0,25.0,31,False,False,False,False,0,0
2577,5,1.0,1,1,1,0.0,127.0,127,4.0,615.7,8,False,False,False,False,0,0
2578,0,1.0,0,3,1,0.0,40.0,40,1.0,2238.57,18,False,False,False,False,1,0
2579,8,0.0,0,3,1,0.0,57.0,57,1.0,2415.05,6,False,False,False,False,1,0
2580,11,0.0,1,3,1,0.0,29.0,38,2.0,17.91,49,False,False,False,False,0,0
2581,8,0.0,1,3,1,0.0,17.0,17,2.0,21.45,15,False,False,False,False,0,0
2582,0,0.0,1,4,1,16.0,11.0,15,1.0,3.76,13,False,False,False,False,1,0
2583,5,1.0,1,3,1,0.0,10.0,10,2.0,95.0,1,False,False,False,False,0,0
2584,8,1.0,1,4,1,0.0,27.0,27,1.0,94.01,1,False,False,False,False,1,0
2585,6,0.0,1,3,1,21.0,43.0,43,1.0,100.0,5,False,False,False,False,1,0
2586,6,0.0,1,3,1,21.0,99.0,99,2.0,6.615,23,False,False,False,False,1,0
2587,8,1.0,1,3,1,16.0,36.0,36,1.0,15.0,20,False,False,False,False,0,0
2588,5,0.0,0,3,1,9.0,13.0,15,3.0,22.51,17,False,False,False,False,0,0
2589,11,1.0,1,1,1,0.0,14.0,15,5.0,25.0,107,False,False,False,False,1,0
2590,11,1.0,1,3,1,0.0,30.0,53,19.0,22.63,178,False,False,False,False,0,0
2591,5,0.0,1,4,1,0.0,15.0,15,2.0,5.0,10,False,False,False,False,0,0
2592,4,0.0,1,1,1,0.0,13.0,13,1.0,5.0,16,False,False,False,False,0,0
2593,11,0.0,1,1,1,0.0,66.0,66,2.0,16.04,141,False,False,False,False,1,0
2594,10,0.0,1,4,0,8.0,40.0,40,2.0,91.0,12,False,False,False,False,0,0
2595,6,0.0,1,3,1,70.0,23.0,23,1.0,20.0,18,False,False,False,False,0,0
2596,11,0.0,1,4,1,0.0,41.0,41,1.0,22.25,90,False,False,False,False,0,0
2597,12,0.0,0,3,1,0.0,12.0,13,3.0,0.91,98,False,False,False,False,1,0
2598,12,0.0,1,3,1,0.0,13.0,14,3.0,0.91,98,False,False,False,False,1,0
2599,11,1.0,1,3,1,83.0,17.0,17,4.0,20.27,14,False,False,False,False,0,0
2600,6,1.0,1,3,1,48.0,24.0,24,1.0,99.0,139,False,False,False,False,0,0
2601,6,0.0,1,1,1,0.0,57.0,57,3.0,46.26,3,False,False,False,False,1,0
2603,4,1.0,1,4,1,39.0,160.0,161,2.0,22.635,22,False,False,False,False,1,0
2604,0,0.0,0,1,1,0.0,0.0,0,1.0,0.0,0,False,False,False,False,0,0
2605,8,1.0,1,4,1,0.0,12.0,12,2.0,32.25,61,False,False,False,False,0,0
2606,5,1.0,1,3,0,14.0,3.0,3,1.0,286.15,1,False,False,False,False,0,0
2607,0,0.0,1,1,1,0.0,5.0,5,2.0,90.0,0,False,False,False,False,0,0
2608,0,1.0,1,4,1,0.0,1.0,1,1.0,35.0,44,False,False,False,False,0,0
2609,6,0.0,1,1,1,0.0,44.0,44,1.0,25.0,56,False,False,False,False,0,0
2610,5,0.0,1,1,1,0.0,1.0,1,2.0,79.335,0,False,False,False,False,0,0
2611,6,0.0,0,1,0,0.0,1.0,1,1.0,100.0,5,False,False,False,False,0,0
2612,11,0.0,0,3,0,0.0,25.0,25,4.0,46.35,36,False,False,False,False,0,0
2613,6,0.0,1,3,1,10.0,9.0,9,1.0,13.18,3,False,False,False,False,0,0
2614,6,1.0,0,3,1,10.0,127.0,494,12.0,17.0,4,False,False,False,False,0,0
2615,8,0.0,1,3,1,0.0,4.0,4,2.0,25.0,17,False,False,False,False,0,0
2616,8,0.0,1,3,1,0.0,7.0,7,1.0,47.0,1,False,False,False,False,0,0
2617,0,0.0,1,1,1,0.0,207.0,209,8.0,210.575,60,False,False,False,False,0,0
2618,0,0.0,1,4,1,0.0,7.0,7,1.0,1.0,1,False,False,False,False,0,0
2619,0,1.0,1,1,1,0.0,47.0,47,1.0,20.03,28,False,False,False,False,0,0
2620,11,0.0,1,4,1,0.0,39.0,44,2.0,5.0,21,False,False,False,False,0,0
2621,12,0.0,1,1,1,17.0,29.0,29,2.0,9.0,21,False,False,False,False,0,0
2622,0,1.0,0,3,1,0.0,35.0,36,2.0,87.835,292,False,False,False,False,0,0
2623,8,1.0,1,3,1,0.0,10.0,22,6.0,0.0,38,False,False,False,False,1,0
2624,0,0.0,1,1,1,5.0,188.0,192,15.0,140.0,129,False,False,False,False,0,0
2625,8,0.0,1,1,1,0.0,24.0,25,1.0,75.0,4,False,False,False,False,0,0
2626,5,1.0,0,3,1,0.0,126.0,126,3.0,210.85,6,False,False,False,False,0,0
2627,5,0.0,1,1,0,0.0,26.0,29,4.0,3.385,12,False,False,False,False,0,0
2628,11,0.0,0,4,1,0.0,135.0,135,2.0,51.05,16,False,False,False,False,0,0
2629,11,0.0,1,3,1,0.0,20.0,20,2.0,46.35,23,False,False,False,False,0,0
2630,8,0.0,1,1,1,0.0,15.0,15,1.0,0.0,41,False,False,False,False,1,0
2631,11,0.0,1,1,1,0.0,52.0,52,2.0,12.5,36,False,False,False,False,0,0
2632,0,1.0,1,1,0,0.0,24.0,24,2.0,10.82,19,False,False,False,False,1,0
2633,11,1.0,0,1,1,0.0,48.0,48,2.0,80.0,13,False,False,False,False,1,0
2635,0,1.0,1,1,0,0.0,166.0,167,1.0,100.12,19,False,False,False,False,0,0
2636,6,0.0,1,1,1,0.0,8.0,11,1.0,25.0,19,False,False,False,False,1,0
2638,11,0.0,0,1,1,0.0,47.0,47,2.0,8.5,43,False,False,False,False,0,0
2639,4,1.0,1,4,0,0.0,31.0,34,1.0,17.91,131,False,False,False,False,0,0
2640,11,0.0,1,3,1,0.0,66.0,67,2.0,225.0,12,False,False,False,False,1,0
2641,8,0.0,1,1,0,32.0,67.0,67,1.0,45.0,2,False,False,False,False,0,0
2642,11,0.0,1,4,1,0.0,48.0,59,1.0,27.36,21,False,False,False,False,1,0
2643,8,0.0,1,1,0,0.0,2.0,2,2.0,800.0,4,False,False,False,False,0,0
2644,8,1.0,1,4,1,18.0,36.0,36,1.0,46.26,7,False,False,False,False,1,0
2645,6,1.0,0,3,1,21.0,4.0,4,2.0,39.7,60,False,False,False,False,0,0
2646,12,1.0,1,1,1,0.0,22.0,22,1.0,15.0,310,False,False,False,False,0,0
2647,5,0.0,1,3,1,0.0,95.0,95,1.0,20.0,75,False,False,False,False,0,0
2648,11,1.0,1,1,1,12.0,58.0,58,1.0,955.2,1,False,False,False,False,0,0
2649,11,0.0,0,4,1,0.0,29.0,29,2.0,93.51,58,False,False,False,False,0,0
2650,8,0.0,0,4,1,0.0,62.0,62,3.0,665.55,5,False,False,False,False,0,0
2651,0,1.0,1,3,1,0.0,8.0,18,21.0,75.0,132,False,False,False,False,0,0
2652,11,1.0,1,3,1,0.0,41.0,41,2.0,10.135,61,False,False,False,False,0,0
2653,6,0.0,0,3,1,0.0,0.0,0,1.0,140.76,5,False,False,False,False,0,0
2654,8,0.0,1,3,1,0.0,141.0,141,1.0,35.0,99,False,False,False,False,0,0
2655,0,0.0,1,4,1,0.0,4.0,4,1.0,42.0,3,False,False,False,False,0,0
2656,11,1.0,1,1,1,10.0,113.0,116,3.0,20.0,173,False,False,False,False,0,0
2657,8,1.0,0,3,1,0.0,127.0,146,2.0,108.26,223,False,False,False,False,1,0
2658,5,0.0,1,1,1,22.0,21.0,21,1.0,10.0,2,False,False,False,False,0,0
2659,6,0.0,0,3,1,0.0,0.0,0,1.0,140.76,13,False,False,False,False,0,0
2660,8,0.0,1,3,0,0.0,17.0,17,1.0,20.0,22,False,False,False,False,0,0
2661,8,0.0,1,3,0,0.0,42.0,42,1.0,69.0,8,False,False,False,False,0,0
2662,8,0.0,1,3,1,9.0,40.0,40,3.0,18.01,19,False,False,False,False,1,0
2663,0,1.0,1,3,1,0.0,0.0,0,3.0,2400.0,1,False,False,False,False,1,0
2664,0,1.0,1,3,0,0.0,184.0,204,1.0,212.76,36,False,False,False,False,0,0
2665,8,3.0,1,3,0,11.0,29.0,29,3.0,27.36,4,False,False,False,False,1,0
2666,4,0.0,0,3,1,19.0,15.0,15,1.0,98.0,2,False,False,False,False,1,0
2667,11,1.0,1,1,1,10.0,32.0,32,12.0,133.67,21,False,False,False,False,1,0
2668,8,1.0,1,3,1,19.0,84.0,86,2.0,150.0,23,False,False,False,False,0,0
2669,10,0.0,1,1,1,0.0,1.0,1,4.0,112.5,4,False,False,False,False,0,0
2670,5,0.0,1,1,1,0.0,26.0,26,2.0,5.0,0,False,False,False,False,0,0
2672,13,1.0,1,1,1,0.0,50.0,60,1.0,0.0,15,False,False,False,False,1,0
2674,6,0.0,0,3,1,0.0,0.0,0,1.0,475.05,1,False,False,False,False,0,0
2675,6,0.0,0,3,1,0.0,0.0,0,1.0,475.05,1,False,False,False,False,0,0
2676,8,0.0,0,1,1,0.0,16.0,16,1.0,10.0,159,False,False,False,False,0,0
2677,8,0.0,1,1,1,18.0,9.0,9,1.0,30.0,14,False,False,False,False,0,0
2678,8,0.0,0,3,0,0.0,33.0,33,1.0,74.61,2,False,False,False,False,0,0
2679,11,0.0,1,1,1,0.0,18.0,18,3.0,40.0,3,False,False,False,False,0,0
2680,8,0.0,1,3,1,21.0,27.0,28,3.0,8.75,9,False,False,False,False,0,0
2681,8,0.0,1,1,1,18.0,104.0,105,1.0,79.25,12,False,False,False,False,0,0
2683,5,1.0,1,3,0,0.0,36.0,36,3.0,20.86,1,False,False,False,False,0,0
2684,6,0.0,1,3,1,9.0,159.0,179,2.0,74.55,200,False,False,False,False,0,0
2685,8,0.0,1,3,1,11.0,18.0,22,1.0,25.0,13,False,False,False,False,0,0
2686,0,1.0,1,4,1,0.0,75.0,75,1.0,40.0,1,False,False,False,False,0,0
2687,5,1.0,1,4,0,0.0,19.0,19,2.0,12.5,14,False,False,False,False,0,0
2688,8,0.0,1,3,0,0.0,6.0,6,14.0,3.5,86,False,False,False,False,0,0
2689,5,1.0,0,1,1,0.0,25.0,25,3.0,35.0,4,False,False,False,False,0,0
2690,4,1.0,1,3,1,32.0,62.0,63,2.0,91.25,12,False,False,False,False,0,0
2691,8,0.0,0,1,1,0.0,84.0,84,1.0,20.0,1,False,False,False,False,0,0
2692,8,1.0,1,4,1,15.0,88.0,88,6.0,74.605,59,False,False,False,False,0,0
2693,5,0.0,1,3,1,11.0,72.0,72,2.0,16.0,850,False,False,False,False,0,0
2694,11,0.0,1,1,1,0.0,-3.0,2,2.0,27.5,0,False,False,False,False,0,0
2695,5,0.0,1,1,0,0.0,6.0,6,3.0,299.0,0,False,False,False,False,0,0
2696,8,0.0,1,1,0,35.0,13.0,13,2.0,35.0,2,False,False,False,False,0,0
2697,5,0.0,1,1,1,0.0,61.0,61,1.0,8.75,15,False,False,False,False,0,0
2699,5,1.0,1,4,1,12.0,22.0,22,2.0,8.955,17,False,False,False,False,1,0
2700,5,0.0,1,4,1,0.0,12.0,12,2.0,10.0,8,False,False,False,False,0,0
2701,13,0.0,1,3,1,0.0,38.0,38,1.0,35.08,8,False,False,False,False,0,0
2702,13,0.0,1,3,1,0.0,52.0,52,1.0,35.08,2,False,False,False,False,0,0
2703,11,3.0,1,3,1,42.0,76.0,76,2.0,65.0,68,False,False,False,False,0,0
2704,11,1.0,1,3,1,7.0,41.0,41,2.0,35.0,9,False,False,False,False,0,0
2705,6,1.0,1,3,1,12.0,52.0,57,1.0,60.0,48,False,False,False,False,0,0
2706,0,1.0,0,3,1,0.0,79.0,79,1.0,110.0,7,False,False,False,False,0,0
2707,11,0.0,0,3,0,10.0,70.0,77,6.0,55.0,1,False,False,False,False,0,0
2708,0,0.0,0,1,1,13.0,7.0,7,1.0,191.71,1,False,False,False,False,0,0
2710,12,0.0,1,1,1,0.0,43.0,60,2.0,13.5,43,False,False,False,False,0,0
2711,8,1.0,1,3,1,0.0,129.0,129,3.0,50.04,30,False,False,False,False,0,0
2712,8,0.0,1,4,1,0.0,25.0,30,2.0,5.0,51,False,False,False,False,0,0
2713,11,1.0,1,4,1,25.0,119.0,127,15.0,271.61,396,False,False,False,False,0,0
2714,11,1.0,1,4,1,23.0,66.0,99,2.0,212.155,57,False,False,False,False,0,0
2716,0,0.0,1,1,0,0.0,999.0,40,999.0,999.0,0,False,False,True,True,0,1
2717,6,0.0,0,3,1,11.0,37.0,37,1.0,15.0,138,False,False,False,False,0,0
2718,0,0.0,1,3,1,23.0,17.0,17,1.0,35.0,3,False,False,False,False,0,0
2719,11,1.0,1,3,1,0.0,51.0,51,2.0,205.81,4,False,False,False,False,0,0
2720,5,1.0,1,4,1,0.0,58.0,59,14.0,1.465,112,False,False,False,False,0,0
2721,8,0.0,1,3,1,15.0,70.0,70,4.0,12.5,8,False,False,False,False,0,0
2722,11,1.0,1,3,1,0.0,76.0,76,4.0,0.0,68,False,False,False,False,1,0
2723,0,1.0,1,4,1,0.0,23.0,47,5.0,30.0,120,False,False,False,False,1,0
2724,11,0.0,1,4,1,0.0,159.0,159,8.0,2000.0,5,False,False,False,False,1,0
2725,5,0.0,1,4,1,16.0,22.0,22,1.0,25.0,5,False,False,False,False,0,0
2726,10,1.0,1,4,1,0.0,49.0,49,1.0,17.91,10,False,False,False,False,1,0
2727,8,0.0,1,4,1,0.0,51.0,51,2.0,59.0,9,False,False,False,False,0,0
2728,8,1.0,0,3,1,13.0,3.0,3,1.0,1736.05,1,False,False,False,False,1,0
2729,6,0.0,1,1,1,15.0,218.0,218,2.0,20.0,6,False,False,False,False,0,0
2730,0,1.0,1,3,1,20.0,60.0,62,3.0,3.0,141,False,False,False,False,1,0
2731,6,0.0,1,1,0,29.0,33.0,34,21.0,45.0,201,False,False,False,False,0,0
2732,0,0.0,1,1,1,23.0,10.0,10,2.0,8.905,23,False,False,False,False,0,0
2733,8,0.0,1,1,0,0.0,23.0,24,2.0,112.0,13,False,False,False,False,0,0
2734,13,1.0,1,3,1,23.0,64.0,64,8.0,3.02,25,False,False,False,False,0,0
2735,5,1.0,1,3,0,9.0,59.0,59,9.0,10.0,104,False,False,False,False,0,0
2737,8,0.0,1,1,0,14.0,6.0,6,1.0,173.83,2,False,False,False,False,0,0
2738,8,0.0,1,1,1,0.0,4.0,4,1.0,145.05,0,False,False,False,False,0,0
2740,6,1.0,1,4,1,23.0,23.0,24,1.0,15.0,18,False,False,False,False,0,0
2741,8,1.0,1,1,1,0.0,46.0,46,2.0,20.0,40,False,False,False,False,1,0
2742,12,0.0,1,1,1,0.0,187.0,187,2.0,18.955,69,False,False,False,False,0,0
2743,8,0.0,1,3,1,8.0,12.0,12,2.0,5.0,34,False,False,False,False,0,0
2745,11,0.0,1,1,1,23.0,37.0,37,2.0,10.345,12,False,False,False,False,1,0
2746,8,1.0,1,3,0,7.0,31.0,33,1.0,10.0,8,False,False,False,False,1,0
2747,8,1.0,1,3,1,0.0,29.0,29,2.0,6.555,51,False,False,False,False,0,0
2748,11,0.0,1,3,1,23.0,10.0,10,1.0,4.35,33,False,False,False,False,1,0
2749,4,1.0,1,3,1,0.0,40.0,42,1.0,81.66,20,False,False,False,False,0,0
2750,5,0.0,1,3,1,20.0,21.0,21,2.0,10.0,139,False,False,False,False,1,0
2751,4,0.0,1,1,1,13.0,95.0,95,2.0,95.0,2,False,False,False,False,0,0
2752,6,0.0,1,3,1,0.0,7.0,8,1.0,40.0,26,False,False,False,False,0,0
2753,8,0.0,1,1,1,0.0,305.0,305,2.0,2313.2,1,False,False,False,False,0,0
2754,8,1.0,1,4,1,23.0,68.0,68,1.0,30.0,6,False,False,False,False,0,0
2755,8,1.0,0,3,1,16.0,275.0,275,3.0,80.0,23,False,False,False,False,0,0
2756,5,1.0,1,3,1,0.0,45.0,45,2.0,22.5,41,False,False,False,False,0,0
2757,8,1.0,1,3,1,0.0,327.0,327,2.0,326.42,33,False,False,False,False,0,0
2758,8,1.0,1,1,1,24.0,126.0,126,1.0,69.0,8,False,False,False,False,0,0
2759,6,0.0,1,4,1,11.0,3.0,3,5.0,7.5,8,False,False,False,False,1,0
2760,5,0.0,1,3,1,14.0,37.0,37,1.0,12.0,6,False,False,False,False,1,0
2761,8,0.0,1,1,0,0.0,27.0,27,1.0,25.0,14,False,False,False,False,0,0
2762,0,0.0,1,3,1,24.0,13.0,13,1.0,235.26,1,False,False,False,False,0,0
2763,5,1.0,0,3,1,0.0,36.0,36,3.0,163.85,1,False,False,False,False,0,0
2764,0,0.0,1,3,0,0.0,2.0,2,1.0,385.0,0,False,False,False,False,0,1
2765,11,1.0,1,3,1,0.0,87.0,87,1.0,27.36,31,False,False,False,False,0,0
2766,0,1.0,1,4,1,10.0,38.0,38,2.0,60.435,9,False,False,False,False,0,0
2767,11,1.0,1,3,1,0.0,31.0,31,2.0,100.0,20,False,False,False,False,0,0
2768,11,1.0,1,3,1,0.0,38.0,38,6.0,8.7,3609,False,False,False,False,0,0
2769,8,0.0,1,3,1,0.0,31.0,31,1.0,13.45,15,False,False,False,False,0,0
2770,11,0.0,1,3,1,20.0,109.0,109,1.0,10.0,16,False,False,False,False,0,0
2771,8,0.0,1,1,1,0.0,3.0,3,2.0,42.5,0,False,False,False,False,0,0
2772,9,1.0,1,3,1,10.0,114.0,114,2.0,42.5,31,False,False,False,False,0,0
2773,11,1.0,1,4,1,7.0,26.0,26,3.0,46.25,20,False,False,False,False,0,0
2774,5,1.0,1,3,1,0.0,30.0,30,6.0,4.19,10,False,False,False,False,0,0
2775,8,0.0,1,3,1,29.0,2.0,2,2.0,3.0,21,False,False,False,False,0,0
2776,13,1.0,1,1,1,0.0,97.0,102,2.0,612.5,39,False,False,False,False,0,0
2777,4,0.0,1,1,1,14.0,51.0,51,5.0,25.0,0,False,False,False,False,0,0
2778,11,0.0,1,4,1,0.0,121.0,121,1.0,10.0,20,False,False,False,False,1,0
2779,0,0.0,1,1,1,27.0,25.0,30,2.0,6.57,27,False,False,False,False,0,0
2780,8,0.0,1,1,1,0.0,4.0,4,2.0,35.0,0,False,False,False,False,0,0
2781,4,0.0,1,3,1,38.0,33.0,33,3.0,2.12,123,False,False,False,False,0,0
2782,8,0.0,1,3,1,0.0,162.0,162,1.0,17.91,15,False,False,False,False,1,0
2783,11,0.0,1,3,1,0.0,45.0,45,1.0,240.0,10,False,False,False,False,1,0
2784,8,0.0,1,3,1,0.0,190.0,190,1.0,17.91,8,False,False,False,False,1,0
2785,8,1.0,1,3,1,18.0,38.0,41,1.0,79.76,3,False,False,False,False,0,0
2786,5,0.0,1,4,1,10.0,15.0,15,3.0,15.0,21,False,False,False,False,0,0
2787,8,0.0,1,1,1,0.0,14.0,16,2.0,12.09,167,False,False,False,False,1,0
2788,6,1.0,1,3,1,0.0,19.0,21,4.0,0.0,119,False,False,False,False,1,0
2789,8,1.0,1,3,1,0.0,139.0,154,1.0,81.73,20,False,False,False,False,0,0
2790,0,1.0,0,3,1,8.0,0.0,0,2.0,235.26,0,False,False,False,False,0,0
2791,8,0.0,1,3,1,17.0,44.0,44,3.0,15.0,155,False,False,False,False,0,0
2792,11,3.0,1,3,1,23.0,45.0,45,3.0,0.0,324,False,False,False,False,0,0
2793,6,1.0,1,4,1,35.0,52.0,52,4.0,25.0,26,False,False,False,False,1,0
2794,8,1.0,1,3,1,0.0,97.0,112,1.0,81.73,9,False,False,False,False,0,0
2795,6,0.0,1,3,1,0.0,10.0,10,1.0,15.0,24,False,False,False,False,0,0
2797,5,0.0,1,4,1,8.0,61.0,67,7.0,30.0,85,False,False,False,False,0,0
2798,0,1.0,0,3,1,6.0,0.0,0,1.0,10.0,46,False,False,False,False,0,0
2799,4,0.0,1,3,1,8.0,9.0,9,3.0,25.0,4,False,False,False,False,0,0
2800,6,1.0,1,3,1,13.0,31.0,31,3.0,20.0,86,False,False,False,False,0,0
2801,0,1.0,1,3,1,0.0,22.0,22,1.0,60.0,16,False,False,False,False,0,0
2802,12,1.0,1,3,1,15.0,0.0,0,1.0,5.0,46,False,False,False,False,1,0
2803,0,0.0,1,3,1,0.0,32.0,32,2.0,10.0,2,False,False,False,False,0,0
2804,5,3.0,1,3,1,0.0,33.0,33,2.0,11.0,92,False,False,False,False,0,0
2805,5,0.0,1,1,1,0.0,0.0,0,1.0,93.35,0,False,False,False,False,0,0
2806,0,1.0,1,3,1,0.0,117.0,117,6.0,333.18,47,False,False,False,False,0,0
2807,0,1.0,1,3,1,0.0,29.0,71,2.0,13.655,85,False,False,False,False,1,0
2808,11,1.0,1,3,1,12.0,55.0,61,8.0,152.57,195,False,False,False,False,0,0
2809,8,0.0,0,3,1,12.0,15.0,15,2.0,80.0,5,False,False,False,False,0,0
2810,8,1.0,1,3,0,16.0,126.0,136,13.0,79.0,921,False,False,False,False,0,0
2811,8,1.0,1,4,1,12.0,43.0,43,3.0,0.0,589,False,False,False,False,1,0
2812,0,0.0,1,4,1,0.0,8.0,8,1.0,13.18,99,False,False,False,False,1,0
2813,8,1.0,1,3,1,0.0,233.0,244,2.0,2196.11,5,False,False,False,False,0,0
2814,11,0.0,1,4,1,0.0,22.0,22,2.0,12.5,10,False,False,False,False,0,0
2815,8,0.0,1,1,1,0.0,166.0,166,1.0,307.12,1,False,False,False,False,0,0
2816,11,0.0,1,1,1,0.0,8.0,8,1.0,55.0,0,False,False,False,False,0,1
2817,11,0.0,0,3,1,0.0,44.0,44,1.0,93.5,7,False,False,False,False,0,0
2818,6,0.0,1,3,1,15.0,110.0,139,18.0,36.81,110,False,False,False,False,0,0
2819,5,0.0,1,1,0,0.0,87.0,87,4.0,50.0,4,False,False,False,False,0,0
2820,11,0.0,1,1,1,9.0,95.0,100,5.0,0.0,72,False,False,False,False,1,0
